11,11,42,11,11,12,18,227,10,2609
11,11,42,11,11,12,18,227,10,2609
11,11,42,11,11,12,18,227,10,2618
11,11,44,11,16,86,140,24,10,2618
11,11,45,11,11,26,213,15,10,2618
11,11,45,11,11,26,213,15,10,2618
11,11,45,11,11,26,213,15,10,2627
75,11,47,11,17,30,208,18,10,2627
11,11,48,11,15,110,86,51,10,2627
11,11,49,11,15,110,86,50,10,2627
11,11,49,11,15,110,86,50,10,2627
11,11,49,11,15,110,86,50,10,2635
11,11,52,11,11,12,78,157,10,2636
19,11,55,15,20,249,11,236,10,2636
23,11,11,21,12,13,125,159,10,2701
27,11,12,11,90,18,76,124,10,2701
15,11,13,21,255,29,14,254,10,2701
15,11,13,21,255,29,14,254,10,2701
15,11,13,21,255,29,14,254,10,2709
11,11,15,11,61,11,24,199,10,2709
11,11,16,11,46,14,242,247,10,2709
11,11,42,11,11,12,106,139,10,2710
11,11,42,11,11,12,106,139,10,2710
11,11,42,11,11,12,106,139,10,2718
11,11,44,11,16,88,42,120,10,2718
11,11,45,11,11,26,82,146,10,2718
11,11,45,11,11,26,82,146,10,2719
11,11,45,11,11,26,82,146,10,2727
11,11,47,11,17,32,215,254,10,2727
11,11,48,11,15,111,181,210,10,2727
11,11,49,11,15,111,181,209,10,2728
11,11,49,11,15,111,181,209,10,2728
11,11,49,11,15,111,181,209,10,2736
11,11,52,11,11,12,78,157,10,2736
19,11,55,15,20,249,19,228,10,2736
23,11,11,21,18,13,133,145,10,2801
27,11,12,11,60,18,14,216,10,2801
23,11,13,21,15,28,171,93,10,2802
23,11,13,21,15,28,171,93,10,2802
23,11,13,21,15,28,171,93,10,2810
59,11,15,11,52,21,20,222,10,2810
11,11,16,11,47,14,218,15,10,2810
39,11,42,21,21,21,224,22,10,2810
39,11,42,21,21,21,224,22,10,2810
39,11,42,21,21,21,224,22,10,2819
11,11,44,11,16,89,207,209,10,2819
43,11,45,11,11,26,12,226,10,2819
43,11,45,11,11,26,12,226,10,2819
43,11,45,11,11,26,12,226,10,2828
11,11,47,11,17,34,168,44,10,2828
11,11,48,11,15,113,22,112,10,2828
11,11,49,11,15,113,22,111,10,2828
11,11,49,11,15,113,22,111,10,2828
11,11,49,11,15,113,22,111,10,2836
11,11,52,11,11,12,78,157,10,2836
11,11,55,16,17,249,19,220,10,2836
15,11,11,21,247,13,113,181,10,2900
27,11,12,11,112,18,55,123,10,2900
119,11,13,21,14,28,13,17,10,2901
119,11,13,21,14,28,13,17,10,2901
119,11,13,21,14,28,13,17,10,2909
11,11,15,11,68,11,19,197,10,2909
11,11,16,11,47,14,239,249,10,2910
11,11,42,11,11,11,230,16,10,2910
11,11,42,11,11,11,230,16,10,2910
11,11,42,11,11,11,230,16,10,2918
11,11,44,11,16,91,124,35,10,2919
11,11,45,11,11,26,38,190,10,2919
11,11,45,11,11,26,38,190,10,2919
11,11,45,11,11,26,38,190,10,2927
11,11,47,11,17,36,145,65,10,2927
75,11,48,11,15,114,122,21,10,2927
75,11,49,11,15,114,122,20,10,2928
75,11,49,11,15,114,122,20,10,2928
75,11,49,11,15,114,122,20,10,2936
11,11,52,11,11,12,78,157,10,2936
27,11,55,16,17,12,19,212,10,2936
11,11,11,11,13,13,131,142,10,3001
27,11,12,11,92,18,57,141,10,3001
23,11,13,21,14,29,81,183,10,3001
23,11,13,21,14,29,81,183,10,3001
23,11,13,21,14,29,81,183,10,3010
11,11,15,11,62,11,20,202,10,3010
43,11,16,11,47,14,14,229,10,3010
11,11,42,11,11,12,18,227,10,3010
11,11,42,11,11,12,18,227,10,3010
11,11,42,11,11,12,18,227,10,3019
11,11,44,11,16,93,22,135,10,3019
11,11,45,11,11,26,82,146,10,3019
11,11,45,11,11,26,82,146,10,3019
11,11,45,11,11,26,82,146,10,3028
11,11,47,11,17,38,120,88,10,3028
11,11,48,11,15,115,218,169,10,3028
11,11,49,11,15,115,218,168,10,3028
11,11,49,11,15,115,218,168,10,3028
11,11,49,11,15,115,218,168,10,3036
11,11,52,11,11,12,78,157,10,3036
27,11,55,16,17,12,19,212,10,3037
23,11,11,21,16,13,144,136,10,3100
27,11,12,11,110,18,70,110,10,3100
23,11,13,21,15,29,49,214,10,3101
23,11,13,21,15,29,49,214,10,3101
23,11,13,21,15,29,49,214,10,3109
11,11,15,11,67,11,23,194,10,3109
11,11,16,11,47,14,251,237,10,3109
11,11,42,11,11,12,106,139,10,3109
11,11,42,11,11,12,106,139,10,3110
11,11,42,11,11,12,106,139,10,3118
11,11,44,11,16,94,214,197,10,3118
11,11,45,11,11,26,213,15,10,3118
11,11,45,11,11,26,213,15,10,3118
11,11,45,11,11,26,213,15,10,3127
11,11,47,11,17,40,67,139,10,3127
11,11,48,11,15,117,61,69,10,3127
11,11,49,11,15,117,61,68,10,3128
11,11,49,11,15,117,61,68,10,3128
11,11,49,11,15,117,61,68,10,3136
11,11,52,11,11,12,78,157,10,3136
27,11,55,16,17,12,19,212,10,3136
23,11,11,21,17,13,117,162,10,3201
27,11,12,11,84,18,68,138,10,3201
23,11,13,21,15,29,54,209,10,3201
23,11,13,21,15,29,54,209,10,3201
23,11,13,21,15,29,54,209,10,3209
11,11,15,11,59,11,22,203,10,3210
11,11,16,11,47,14,252,236,10,3210
11,11,42,11,11,12,62,183,10,3210
11,11,42,11,11,12,62,183,10,3210
11,11,42,11,11,12,62,183,10,3218
11,11,44,11,16,96,100,54,10,3219
11,11,45,11,11,25,250,234,10,3219
11,11,45,11,11,25,250,234,10,3219
11,11,45,11,11,25,250,234,10,3227
11,11,47,11,17,42,72,132,10,3228
11,11,48,11,15,118,156,228,10,3228
11,11,49,11,15,118,156,227,10,3228
11,11,49,11,15,118,156,227,10,3228
11,11,49,11,15,118,156,227,10,3236
11,11,52,11,11,12,78,157,10,3236
27,11,55,16,17,12,27,204,10,3236
11,11,11,11,16,13,152,118,10,3301
27,11,12,11,69,18,63,158,10,3301
23,11,13,21,12,29,92,174,10,3301
23,11,13,21,12,29,92,174,10,3301
23,11,13,21,12,29,92,174,10,3310
11,11,15,11,55,11,21,208,10,3310
43,11,16,11,46,14,16,228,10,3310
11,11,42,11,11,12,18,227,10,3310
11,11,42,11,11,12,18,227,10,3310
11,11,42,11,11,12,18,227,10,3319
11,11,44,11,16,98,29,123,10,3319
11,11,45,11,11,26,213,15,10,3319
11,11,45,11,11,26,213,15,10,3319
11,11,45,11,11,26,213,15,10,3328
11,11,47,11,17,43,253,205,10,3328
43,11,48,11,15,119,11,127,10,3328
43,11,49,11,15,119,11,126,10,3328
43,11,49,11,15,119,11,126,10,3328
43,11,49,11,15,119,11,126,10,3336
11,11,52,11,11,12,78,157,10,3336
27,11,55,16,25,20,27,188,10,3337
23,11,11,21,11,13,114,171,10,3400
27,11,12,11,81,18,49,160,10,3400
11,11,15,11,58,11,18,208,10,3409
11,11,16,11,46,14,247,242,10,3410
11,11,42,11,11,11,230,16,10,3410
11,11,42,11,11,11,230,16,10,3410
11,11,42,11,11,11,230,16,10,3418
11,11,44,11,16,99,168,238,10,3418
11,11,45,11,11,26,38,190,10,3419
11,11,45,11,11,26,38,190,10,3419
11,11,45,11,11,26,38,190,10,3427
11,11,47,11,17,46,16,184,10,3427
11,11,48,11,15,121,96,30,10,3428
11,11,49,11,15,121,96,29,10,3428
11,11,49,11,15,121,96,29,10,3428
11,11,49,11,15,121,96,29,10,3436
11,11,52,11,11,12,78,157,10,3436
27,11,55,16,25,20,27,188,10,3436
11,11,11,11,33,13,123,130,10,3501
27,11,12,11,75,18,55,160,10,3501
23,11,13,21,12,29,60,206,10,3501
11,11,15,11,56,11,19,209,10,3510
11,11,16,11,46,14,253,236,10,3510
11,11,42,11,11,11,230,16,10,3510
11,11,42,11,11,11,230,16,10,3510
11,11,42,11,11,11,230,16,10,3519
11,11,44,11,16,101,89,60,10,3519
11,11,45,11,11,26,82,146,10,3519
11,11,45,11,11,26,82,146,10,3519
11,11,45,11,11,26,82,146,10,3528
11,11,47,11,17,47,224,230,10,3528
11,11,48,11,15,122,196,184,10,3528
11,11,49,11,15,122,196,183,10,3528
11,11,49,11,15,122,196,183,10,3528
11,11,49,11,15,122,196,183,10,3536
11,11,52,11,11,12,78,157,10,3536
27,11,55,16,25,20,27,188,10,3536
15,11,11,21,249,13,113,179,10,3601
27,11,12,11,103,18,56,131,10,3601
23,11,13,21,13,29,20,245,10,3602
11,11,15,11,65,11,19,200,10,3610
11,11,16,11,47,14,244,244,10,3610
11,11,42,11,11,11,230,16,10,3611
11,11,42,11,11,11,230,16,10,3611
11,11,42,11,11,11,230,16,10,3619
43,11,44,11,16,102,12,146,10,3619
11,11,45,11,11,25,250,234,10,3619
11,11,45,11,11,25,250,234,10,3620
11,11,45,11,11,25,250,234,10,3628
11,11,47,11,17,49,212,240,10,3628
11,11,48,11,15,124,39,84,10,3628
11,11,49,11,15,124,39,83,10,3629
11,11,49,11,15,124,39,83,10,3629
11,11,49,11,15,124,39,83,10,3636
11,11,52,11,11,12,78,157,10,3636
27,11,55,16,25,20,35,180,10,3636
23,11,11,21,20,13,101,175,10,3701
27,11,12,11,73,18,71,146,10,3701
23,11,13,21,16,28,221,42,10,3701
11,11,15,11,56,11,23,205,10,3710
75,11,16,11,47,14,230,13,10,3710
11,11,42,11,11,12,106,139,10,3710
11,11,42,11,11,12,106,139,10,3710
11,11,42,11,11,12,106,139,10,3719
11,11,44,11,16,104,157,244,10,3719
11,11,45,11,11,25,250,234,10,3719
11,11,45,11,11,25,250,234,10,3719
11,11,45,11,11,25,250,234,10,3728
11,11,47,11,17,51,176,19,10,3728
11,11,48,11,15,125,136,241,10,3728
11,11,49,11,15,125,136,240,10,3728
11,11,49,11,15,125,136,240,10,3728
11,11,49,11,15,125,136,240,10,3736
11,11,52,11,11,12,78,157,10,3736
11,11,55,16,26,17,35,172,10,3736
15,11,11,21,251,13,119,171,10,3801
27,11,12,11,117,18,70,103,10,3801
23,11,13,21,13,29,25,240,10,3801
11,11,15,11,69,11,23,192,10,3810
11,11,16,11,47,14,245,243,10,3810
11,11,42,11,11,12,106,139,10,3810
11,11,42,11,11,12,106,139,10,3810
11,11,42,11,11,12,106,139,10,3819
11,11,44,11,16,106,82,62,10,3819
11,11,45,11,11,26,82,146,10,3819
11,11,45,11,11,26,82,146,10,3819
11,11,45,11,11,26,82,146,10,3828
11,11,47,11,17,53,136,57,10,3828
11,11,48,11,15,126,235,141,10,3828
11,11,49,11,15,126,235,140,10,3828
11,11,49,11,15,126,235,140,10,3828
11,11,49,11,15,126,235,140,10,3836
11,11,52,11,11,12,78,157,10,3836
11,11,55,16,34,17,35,164,10,3837
23,11,11,21,16,13,138,142,10,3901
27,11,12,11,77,18,42,171,10,3901
23,11,13,21,14,29,29,235,10,3901
11,11,15,11,57,11,16,211,10,3910
11,11,16,11,47,14,246,242,10,3910
11,11,42,11,11,11,142,104,10,3910
11,11,42,11,11,11,142,104,10,3910
11,11,42,11,11,11,142,104,10,3919
11,11,44,11,16,107,229,169,10,3919
11,11,45,11,11,26,213,15,10,3919
11,11,45,11,11,26,213,15,10,3919
11,11,45,11,11,26,213,15,10,3928
11,11,47,11,17,55,118,73,10,3928
11,11,48,11,15,128,70,49,10,3928
11,11,49,11,15,128,70,48,10,3928
11,11,49,11,15,128,70,48,10,3929
11,11,49,11,15,128,70,48,10,3936
11,11,52,11,11,12,78,157,10,3937
11,11,55,16,34,17,35,164,10,3937
23,11,11,21,17,13,119,160,10,4001
27,11,12,11,93,18,73,124,10,4002
23,11,13,21,14,29,59,205,10,4002
11,11,15,11,62,11,24,198,10,4010
11,11,16,11,47,14,253,235,10,4011
11,11,42,11,11,12,106,139,10,4011
11,11,42,11,11,12,106,139,10,4011
11,11,42,11,11,12,106,139,10,4019
11,11,44,11,16,109,165,231,10,4020
11,11,45,11,11,26,38,190,10,4020
11,11,45,11,11,26,38,190,10,4020
11,11,45,11,11,26,38,190,10,4028
11,11,47,11,17,57,58,131,10,4028
11,11,48,11,15,129,170,203,10,4029
11,11,49,11,15,129,170,202,10,4029
11,11,49,11,15,129,170,202,10,4029
11,11,49,11,15,129,170,202,10,4037
11,11,52,11,11,12,78,157,10,4037
11,11,55,16,34,25,43,148,10,4037
23,11,11,21,15,13,140,141,10,4101
27,11,12,11,84,18,61,145,10,4101
23,11,13,21,15,29,43,220,10,4101
11,11,15,11,59,11,21,204,10,4110
11,11,16,11,47,14,249,239,10,4110
11,11,42,11,11,12,18,227,10,4110
11,11,42,11,11,12,18,227,10,4110
11,11,42,11,11,12,18,227,10,4119
11,11,44,11,16,111,52,87,10,4119
11,11,45,11,11,26,170,58,10,4119
11,11,45,11,11,26,170,58,10,4119
11,11,45,11,11,26,170,58,10,4128
11,11,47,11,17,59,67,120,10,4128
11,11,48,11,15,131,11,105,10,4128
11,11,49,11,15,131,11,104,10,4128
11,11,49,11,15,131,11,104,10,4128
11,11,49,11,15,131,11,104,10,4136
11,11,52,11,11,12,78,157,10,4136
11,11,55,16,34,25,43,148,10,4136
11,11,11,11,31,13,176,79,10,4201
27,11,12,11,57,18,71,162,10,4201
23,11,13,21,12,29,74,192,10,4202
11,11,15,11,51,11,23,210,10,4210
43,11,16,11,46,14,12,232,10,4210
11,11,42,11,11,12,106,139,10,4211
11,11,42,11,11,12,106,139,10,4211
11,11,42,11,11,12,106,139,10,4219
11,11,44,11,16,112,235,158,10,4219
11,11,45,11,11,27,133,94,10,4219
11,11,45,11,11,27,133,94,10,4220
11,11,45,11,11,27,133,94,10,4228
11,11,47,11,17,60,254,187,10,4228
75,11,48,11,15,132,108,17,10,4228
75,11,49,11,15,132,108,16,10,4229
75,11,49,11,15,132,108,16,10,4229
75,11,49,11,15,132,108,16,10,4237
11,11,52,11,11,12,78,157,10,4237
11,11,55,16,34,25,43,148,10,4237
15,11,11,21,252,13,125,164,10,4302
27,11,12,11,93,18,62,135,10,4302
23,11,13,21,13,29,18,247,10,4302
11,11,15,11,62,11,21,201,10,4311
11,11,16,11,47,14,243,245,10,4311
11,11,42,11,11,12,62,183,10,4311
11,11,42,11,11,12,62,183,10,4311
11,11,42,11,11,12,62,183,10,4320
11,11,44,11,16,114,124,12,10,4320
11,11,45,11,11,26,82,146,10,4320
11,11,45,11,11,26,82,146,10,4320
11,11,45,11,11,26,82,146,10,4329
43,11,47,11,17,62,21,173,10,4329
11,11,48,11,15,133,205,164,10,4329
11,11,49,11,15,133,205,163,10,4329
11,11,49,11,15,133,205,163,10,4329
11,11,49,11,15,133,205,163,10,4337
11,11,52,11,11,12,78,157,10,4337
11,11,55,16,42,25,43,140,10,4337
23,11,11,21,21,13,116,159,10,4401
27,11,12,11,77,18,26,187,10,4401
119,11,13,21,13,28,14,17,10,4401
11,11,15,11,57,11,12,215,10,4410
11,11,16,11,47,14,240,248,10,4410
11,11,42,11,11,11,54,192,10,4410
11,11,42,11,11,11,54,192,10,4410
11,11,42,11,11,11,54,192,10,4419
11,11,44,11,16,116,32,102,10,4419
11,11,45,11,11,26,38,190,10,4419
11,11,45,11,11,26,38,190,10,4419
11,11,45,11,11,26,38,190,10,4428
11,11,47,11,17,64,225,212,10,4428
11,11,48,11,15,135,43,69,10,4428
11,11,49,11,15,135,43,68,10,4428
11,11,49,11,15,135,43,68,10,4428
11,11,49,11,15,135,43,68,10,4436
11,11,52,11,11,12,78,157,10,4436
11,11,55,16,42,33,51,124,10,4436
15,11,11,21,248,13,121,172,10,4501
27,11,12,11,110,18,68,112,10,4502
23,11,13,21,15,29,20,243,10,4502
23,11,13,21,15,29,20,243,10,4502
23,11,13,21,15,29,20,243,10,4510
11,11,15,11,67,11,22,195,10,4510
11,11,16,11,47,14,244,244,10,4511
11,11,42,11,11,12,62,183,10,4511
11,11,42,11,11,12,62,183,10,4511
11,11,42,11,11,12,62,183,10,4519
11,11,44,11,16,117,214,174,10,4519
11,11,45,11,11,26,82,146,10,4520
11,11,45,11,11,26,82,146,10,4520
11,11,45,11,11,26,82,146,10,4528
11,11,47,11,17,66,199,236,10,4528
11,11,48,11,15,136,139,227,10,4529
11,11,49,11,15,136,139,226,10,4529
11,11,49,11,15,136,139,226,10,4529
11,11,49,11,15,136,139,226,10,4537
11,11,52,11,11,12,78,157,10,4537
11,11,55,16,42,33,51,124,10,4537
11,11,11,11,11,13,116,159,10,4602
27,11,12,11,88,18,61,141,10,4602
23,11,13,21,16,29,75,187,10,4602
23,11,13,21,16,29,75,187,10,4602
23,11,13,21,16,29,75,187,10,4611
11,11,15,11,60,11,21,203,10,4611
43,11,16,11,47,14,12,231,10,4611
11,11,42,11,11,12,18,227,10,4611
11,11,42,11,11,12,18,227,10,4611
11,11,42,11,11,12,18,227,10,4620
11,11,44,11,16,119,105,26,10,4620
11,11,45,11,11,25,250,234,10,4620
11,11,45,11,11,25,250,234,10,4620
11,11,45,11,11,25,250,234,10,4629
75,11,47,11,17,68,176,12,10,4629
11,11,48,11,15,137,239,126,10,4629
11,11,49,11,15,137,239,125,10,4629
11,11,49,11,15,137,239,125,10,4629
11,11,49,11,15,137,239,125,10,4637
11,11,52,11,11,12,78,157,10,4637
11,11,55,16,42,33,51,124,10,4637
23,11,11,21,14,13,134,148,10,4701
27,11,12,11,114,18,61,115,10,4701
23,11,13,21,13,29,51,214,10,4701
23,11,13,21,13,29,51,214,10,4702
23,11,13,21,13,29,51,214,10,4710
11,11,15,11,68,11,21,195,10,4710
11,11,16,11,47,14,251,237,10,4710
11,11,42,11,11,12,18,227,10,4711
11,11,42,11,11,12,18,227,10,4711
11,11,42,11,11,12,18,227,10,4719
11,11,44,11,16,121,47,82,10,4719
11,11,45,11,11,26,170,58,10,4719
11,11,45,11,11,26,170,58,10,4719
11,11,45,11,11,26,170,58,10,4728
11,11,47,11,17,70,116,60,10,4728
11,11,48,11,15,139,79,29,10,4728
11,11,49,11,15,139,79,28,10,4728
11,11,49,11,15,139,79,28,10,4729
11,11,49,11,15,139,79,28,10,4737
11,11,52,11,11,12,78,157,10,4737
11,11,55,16,42,33,51,124,10,4737
