BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
23,11,48,21,21,254,203,49,10,560654
23,11,49,21,21,254,203,48,10,560659
23,11,50,21,21,254,203,47,10,560669
11,11,52,11,11,11,198,38,10,560673
11,11,55,11,19,27,19,190,10,560680
39,11,11,21,21,20,68,210,10,560686
11,11,12,11,77,11,194,16,10,560692
11,11,13,11,13,29,96,159,10,560698
59,11,14,11,11,21,15,14,10,560705
23,11,15,21,21,11,49,224,10,560709
11,11,16,11,12,14,239,29,10,560720
11,11,42,11,11,15,85,157,10,560726
23,11,43,21,21,255,32,224,10,560731
23,11,44,21,21,255,32,223,10,560740
39,11,45,21,21,21,48,195,10,560745
11,11,46,11,11,26,232,250,10,560754
11,11,47,11,11,26,232,249,10,560758
23,11,48,21,21,254,208,44,10,560770
23,11,49,21,21,254,208,43,10,560778
23,11,50,21,21,254,208,42,10,560784
11,11,52,11,11,11,198,38,10,560791
11,11,55,11,19,27,19,190,10,560796
39,11,11,21,19,20,79,201,10,560804
11,11,12,11,73,11,173,41,10,560809
11,11,13,11,16,29,98,154,10,560876
123,11,14,11,11,21,18,21,10,560885
23,11,15,21,20,11,44,230,10,560891
11,11,16,11,13,14,240,27,10,560895
11,11,42,11,11,14,209,34,10,560901
23,11,43,21,21,255,27,229,10,560909
23,11,44,21,21,255,27,228,10,560915
39,11,45,21,21,21,136,107,10,560923
75,11,46,11,11,26,218,19,10,560929
75,11,47,11,11,26,218,18,10,560936
23,11,48,21,21,254,218,34,10,560941
23,11,49,21,21,254,218,33,10,560945
23,11,50,21,21,254,218,32,10,560953
11,11,52,11,11,11,198,38,10,560959
11,11,55,11,19,27,19,190,10,560965
39,11,11,21,21,20,57,221,10,560971
11,11,12,11,81,11,187,19,10,560977
23,11,13,21,20,29,85,173,10,560981
59,11,14,11,11,21,13,16,10,560987
11,11,15,11,11,11,47,226,10,560993
