BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
23,11,49,21,21,66,129,55,10,109226
23,11,50,21,21,66,129,54,10,109230
43,11,52,11,11,12,17,228,10,109235
11,11,55,11,236,163,51,60,10,109238
27,11,11,11,13,18,227,51,10,109242
27,11,12,11,85,21,227,230,10,109247
23,11,13,21,20,29,51,207,10,109251
75,11,14,11,11,11,17,12,10,109254
11,11,15,11,11,11,28,245,10,109260
11,11,16,11,11,14,249,20,10,109262
75,11,42,11,11,12,238,17,10,109267
11,11,43,11,11,49,216,246,10,109349
11,11,44,11,11,49,216,245,10,109353
11,11,45,11,11,11,186,57,10,109357
23,11,46,21,20,157,207,145,10,109362
23,11,47,21,20,157,207,144,10,109368
23,11,48,21,21,66,124,61,10,109373
23,11,49,21,21,66,124,60,10,109378
23,11,50,21,21,66,124,59,10,109382
43,11,52,11,11,12,17,228,10,109388
11,11,55,11,236,163,51,60,10,109391
27,11,11,11,12,18,241,38,10,109396
27,11,12,11,79,21,230,233,10,109403
11,11,13,11,11,29,18,239,10,109407
11,11,14,11,11,11,21,253,10,109411
23,11,15,21,21,11,28,245,10,109416
11,11,16,11,11,14,241,28,10,109422
75,11,42,11,11,12,238,17,10,109426
11,11,43,11,11,49,215,247,10,109433
11,11,44,11,11,49,215,246,10,109435
11,11,45,11,11,12,62,180,10,109444
23,11,46,21,20,157,200,152,10,109448
23,11,47,21,20,157,200,151,10,109453
23,11,48,21,21,66,119,66,10,109455
23,11,49,21,21,66,119,65,10,109460
23,11,50,21,21,66,119,64,10,109464
43,11,52,11,11,12,17,228,10,109471
11,11,55,11,236,163,51,60,10,109473
27,11,11,11,12,18,231,48,10,109477
27,11,12,11,82,21,215,245,10,109486
23,11,13,21,20,29,38,220,10,109489
75,11,14,11,11,11,18,11,10,109498
11,11,15,11,11,11,25,248,10,109501
11,11,16,11,11,14,246,23,10,109506
11,11,42,11,11,12,150,95,10,109509
11,11,43,11,11,49,216,246,10,109512
11,11,44,11,11,49,216,245,10,109519
11,11,45,11,11,11,230,13,10,109521
23,11,46,21,20,157,194,158,10,109523
23,11,47,21,20,157,194,157,10,109530
23,11,48,21,21,66,113,72,10,109534
23,11,49,21,21,66,113,71,10,109536
23,11,50,21,21,66,113,70,10,109540
43,11,52,11,11,12,17,228,10,109546
11,11,55,11,236,163,51,60,10,109552
27,11,11,11,11,18,222,58,10,109562
27,11,12,11,79,21,217,246,10,109568
23,11,13,21,19,29,32,227,10,109577
75,11,14,11,11,11,16,13,10,109583
23,11,15,21,21,11,25,248,10,109592
11,11,16,11,11,14,245,24,10,109598
11,11,42,11,11,12,150,95,10,109608
11,11,43,11,11,49,218,244,10,109614
11,11,44,11,11,49,218,243,10,109624
11,11,45,11,11,11,142,101,10,109630
23,11,46,21,20,157,186,166,10,109639
23,11,47,21,20,157,186,165,10,109647
23,11,48,21,21,66,109,76,10,109656
23,11,49,21,21,66,109,75,10,109663
23,11,50,21,21,66,109,74,10,109671
43,11,52,11,11,12,17,228,10,109679
11,11,55,11,236,163,51,60,10,109688
39,11,11,21,20,18,235,46,10,109695
27,11,12,11,84,21,212,246,10,109724
23,11,13,21,18,29,73,187,10,109727
11,11,14,11,11,11,19,255,10,109736
11,11,15,11,11,11,24,249,10,109740
23,11,16,21,21,14,255,14,10,109749
11,11,42,11,11,12,106,139,10,109753
11,11,43,11,11,49,220,242,10,109759
11,11,44,11,11,49,220,241,10,109765
11,11,45,11,11,11,230,13,10,109771
23,11,46,21,20,157,179,173,10,109777
23,11,47,21,20,157,179,172,10,109782
23,11,48,21,21,66,103,82,10,109785
23,11,49,21,21,66,103,81,10,109796
