BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
39,11,49,21,21,16,90,154,10,8661
39,11,50,21,21,16,90,153,10,8664
11,11,52,11,11,11,198,38,10,8667
11,11,55,11,11,11,11,222,10,8673
39,11,11,21,20,18,143,138,10,8717
11,11,12,11,79,11,150,58,10,8733
23,11,13,21,19,29,32,227,10,8773
123,11,14,11,11,21,18,21,10,8777
75,11,15,11,11,11,17,11,10,8779
11,11,16,11,11,14,246,23,10,8781
11,11,42,11,11,11,186,60,10,8784
39,11,43,21,21,20,255,246,10,8788
39,11,44,21,21,20,255,245,10,8792
39,11,45,21,21,21,136,107,10,8795
103,11,46,21,21,17,239,17,10,8797
103,11,47,21,21,17,239,16,10,8801
39,11,48,21,21,16,87,158,10,8803
39,11,49,21,21,16,87,157,10,8807
39,11,50,21,21,16,87,156,10,8810
11,11,52,11,11,11,198,38,10,8813
11,11,55,11,11,11,11,222,10,8815
27,11,11,11,12,18,152,127,10,8818
11,11,12,11,81,11,162,44,10,8820
23,11,13,21,20,29,30,228,10,8829
123,11,14,11,11,21,20,19,10,8831
11,11,15,11,11,11,20,253,10,8835
11,11,16,11,11,14,245,24,10,8839
11,11,42,11,11,12,18,227,10,8842
39,11,43,21,21,20,254,247,10,8845
39,11,44,21,21,20,254,246,10,8848
39,11,45,21,21,21,224,19,10,8850
103,11,46,21,21,17,235,21,10,8853
103,11,47,21,21,17,235,20,10,8857
39,11,48,21,21,16,84,161,10,8860
39,11,49,21,21,16,84,160,10,8863
39,11,50,21,21,16,84,159,10,8865
11,11,52,11,11,11,198,38,10,8868
11,11,55,11,11,11,11,222,10,8873
27,11,11,11,11,18,143,137,10,8917
11,11,12,11,75,11,167,45,10,8920
23,11,13,21,20,29,16,242,10,8924
123,11,14,11,11,21,18,21,10,8927
23,11,15,21,21,11,22,251,10,8931
11,11,16,11,11,14,242,27,10,8933
11,11,42,11,11,12,62,183,10,8935
39,11,43,21,21,20,253,248,10,8939
39,11,44,21,21,20,253,247,10,8943
39,11,45,21,21,21,136,107,10,8945
39,11,46,21,21,17,230,16,10,8948
39,11,47,21,21,17,230,15,10,8952
39,11,48,21,21,16,81,164,10,8957
39,11,49,21,21,16,81,163,10,8960
39,11,50,21,21,16,81,162,10,8963
11,11,52,11,11,11,198,38,10,8966
11,11,55,11,11,11,11,222,10,8969
39,11,11,21,21,18,131,149,10,9017
11,11,12,11,78,11,143,66,10,9020
23,11,13,21,20,29,29,229,10,9023
59,11,14,11,11,21,15,14,10,9027
75,11,15,11,11,11,16,12,10,9030
11,11,16,11,11,14,245,24,10,9032
11,11,42,11,11,11,142,104,10,9034
39,11,43,21,21,20,251,250,10,9038
39,11,44,21,21,20,251,249,10,9042
39,11,45,21,21,21,48,195,10,9044
39,11,46,21,21,17,228,18,10,9047
39,11,47,21,21,17,228,17,10,9051
39,11,48,21,21,16,79,166,10,9054
39,11,49,21,21,16,79,165,10,9057
39,11,50,21,21,16,79,164,10,9060
11,11,52,11,11,11,198,38,10,9064
11,11,55,11,11,11,11,222,10,9067
27,11,11,11,11,18,152,128,10,9117
11,11,12,11,75,11,136,76,10,9119
23,11,13,21,21,29,19,238,10,9123
123,11,14,11,11,21,20,19,10,9126
87,11,15,21,21,11,14,14,10,9129
11,11,16,11,11,14,242,27,10,9131
11,11,42,11,11,11,98,148,10,9133
39,11,43,21,21,20,252,249,10,9137
39,11,44,21,21,20,252,248,10,9141
39,11,45,21,21,21,224,19,10,9143
39,11,46,21,21,17,224,22,10,9146
39,11,47,21,21,17,224,21,10,9149
39,11,48,21,21,16,78,167,10,9152
39,11,49,21,21,16,78,166,10,9154
39,11,50,21,21,16,78,165,10,9158
11,11,52,11,11,11,198,38,10,9161
11,11,55,11,11,11,11,222,10,9164
27,11,11,11,11,18,162,118,10,9217
11,11,12,11,77,11,148,62,10,9219
23,11,13,21,20,29,40,218,10,9223
75,11,14,11,11,11,11,18,10,9226
75,11,15,11,11,11,17,11,10,9229
11,11,16,11,11,14,248,21,10,9231
11,11,42,11,11,11,186,60,10,9234
39,11,43,21,21,20,253,248,10,9236
39,11,44,21,21,20,253,247,10,9241
11,11,45,11,11,11,11,232,10,9244
39,11,46,21,21,17,219,27,10,9246
39,11,47,21,21,17,219,26,10,9248
39,11,48,21,21,16,74,171,10,9253
39,11,49,21,21,16,74,170,10,9256
39,11,50,21,21,16,74,169,10,9259
11,11,52,11,11,11,198,38,10,9261
11,11,55,11,11,11,11,222,10,9265
27,11,11,11,13,18,151,127,10,9319
11,11,12,11,79,11,163,45,10,9322
23,11,13,21,17,29,26,235,10,9326
123,11,14,11,11,21,20,19,10,9329
11,11,15,11,11,11,21,252,10,9331
11,11,16,11,11,14,244,25,10,9333
11,11,42,11,11,12,62,183,10,9339
39,11,43,21,21,20,254,247,10,9342
39,11,44,21,21,20,254,246,10,9344
39,11,45,21,21,21,224,19,10,9348
39,11,46,21,21,17,216,30,10,9351
39,11,47,21,21,17,216,29,10,9354
