BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
123,11,14,11,11,21,18,21,10,39865
123,11,15,11,11,21,21,17,10,39870
11,11,16,11,11,14,252,17,10,39875
39,11,42,21,21,21,224,22,10,39878
23,11,43,21,21,255,181,75,10,39880
23,11,44,21,21,255,181,74,10,39887
39,11,45,21,21,21,136,107,10,39890
23,11,46,21,21,236,56,216,10,39893
23,11,47,21,21,236,56,215,10,39898
23,11,48,21,21,237,36,233,10,39904
23,11,49,21,21,237,36,232,10,39948
23,11,50,21,21,237,36,231,10,39953
43,11,52,11,11,11,17,229,10,39956
11,11,55,11,43,43,19,150,10,39959
39,11,11,21,17,18,172,112,10,39964
11,11,12,11,82,11,25,180,10,39969
23,11,13,21,11,29,29,238,10,40004
123,11,14,11,11,21,21,18,10,40008
75,11,15,11,11,11,15,13,10,40013
23,11,16,21,21,14,244,25,10,40015
11,11,42,11,11,11,142,104,10,40018
23,11,43,21,21,255,184,72,10,40023
23,11,44,21,21,255,184,71,10,40027
39,11,45,21,21,21,224,19,10,40030
23,11,46,21,21,236,56,216,10,40033
23,11,47,21,21,236,56,215,10,40037
23,11,48,21,21,237,30,239,10,40043
23,11,49,21,21,237,30,238,10,40045
23,11,50,21,21,237,30,237,10,40048
43,11,52,11,11,11,17,229,10,40052
11,11,55,11,43,43,19,150,10,40057
39,11,11,21,20,18,179,102,10,40060
11,11,12,11,83,11,17,187,10,40064
23,11,13,21,14,29,23,241,10,40070
75,11,14,11,11,11,12,17,10,40073
75,11,15,11,11,11,13,15,10,40077
11,11,16,11,11,14,242,27,10,40082
11,11,42,11,11,11,54,192,10,40087
23,11,43,21,21,255,181,75,10,40091
23,11,44,21,21,255,181,74,10,40096
11,11,45,11,11,11,54,189,10,40098
23,11,46,21,21,236,54,218,10,40102
23,11,47,21,21,236,54,217,10,40105
23,11,48,21,21,237,25,244,10,40110
23,11,49,21,21,237,25,243,10,40113
23,11,50,21,21,237,25,242,10,40116
43,11,52,11,11,11,17,229,10,40121
11,11,55,11,43,43,19,150,10,40124
39,11,11,21,20,18,168,113,10,40156
59,11,12,11,80,21,16,201,10,40158
23,11,13,21,14,29,35,229,10,40161
123,11,14,11,11,21,20,19,10,40164
75,11,15,11,11,11,11,17,10,40169
11,11,16,11,11,14,245,24,10,40172
11,11,42,11,11,11,11,235,10,40175
23,11,43,21,21,255,179,77,10,40181
23,11,44,21,21,255,179,76,10,40184
39,11,45,21,21,21,224,19,10,40188
23,11,46,21,21,236,50,222,10,40193
23,11,47,21,21,236,50,221,10,40197
23,11,48,21,21,237,22,247,10,40200
23,11,49,21,21,237,22,246,10,40206
23,11,50,21,21,237,22,245,10,40209
43,11,52,11,11,11,17,229,10,40211
11,11,55,11,43,43,19,150,10,40218
39,11,11,21,20,18,147,134,10,40254
27,11,12,11,83,21,251,208,10,40256
23,11,13,21,12,29,18,248,10,40259
59,11,14,11,11,21,15,14,10,40264
123,11,15,11,11,21,20,18,10,40267
11,11,16,11,11,14,241,28,10,40271
39,11,42,21,21,21,224,22,10,40277
23,11,43,21,21,255,178,78,10,40279
23,11,44,21,21,255,178,77,10,40282
39,11,45,21,21,21,48,195,10,40289
23,11,46,21,21,236,49,223,10,40292
23,11,47,21,21,236,49,222,10,40295
23,11,48,21,21,237,20,249,10,40300
23,11,49,21,21,237,20,248,10,40304
23,11,50,21,21,237,20,247,10,40309
43,11,52,11,11,11,17,229,10,40312
11,11,55,11,43,43,19,150,10,40315
39,11,11,21,21,18,164,116,10,40355
59,11,12,11,81,21,15,201,10,40357
23,11,13,21,15,29,48,215,10,40361
123,11,14,11,11,21,19,20,10,40363
75,11,15,11,11,11,11,17,10,40366
11,11,16,11,11,14,249,20,10,40370
11,11,42,11,11,11,11,235,10,40376
23,11,43,21,21,255,177,79,10,40379
23,11,44,21,21,255,177,78,10,40382
39,11,45,21,21,21,180,63,10,40389
23,11,46,21,21,236,41,231,10,40391
23,11,47,21,21,236,41,230,10,40397
23,11,48,21,21,237,19,250,10,40400
23,11,49,21,21,237,19,249,10,40404
23,11,50,21,21,237,19,248,10,40410
43,11,52,11,11,11,17,229,10,40414
11,11,55,11,43,43,19,150,10,40423
39,11,11,21,21,18,144,136,10,40454
11,11,12,11,84,11,17,186,10,40458
23,11,13,21,15,29,48,215,10,40462
59,11,14,11,11,21,14,15,10,40465
75,11,15,11,11,11,13,15,10,40472
11,11,16,11,11,14,249,20,10,40476
11,11,42,11,11,11,54,192,10,40482
23,11,43,21,21,255,176,80,10,40488
23,11,44,21,21,255,176,79,10,40493
39,11,45,21,21,21,48,195,10,40495
23,11,46,21,21,236,36,236,10,40498
23,11,47,21,21,236,36,235,10,40502
23,11,48,21,21,237,14,255,10,40508
23,11,49,21,21,237,14,254,10,40511
23,11,50,21,21,237,14,253,10,40515
43,11,52,11,11,11,17,229,10,40521
11,11,55,11,43,43,19,150,10,40524
39,11,11,21,21,18,185,95,10,40555
11,11,12,11,83,11,15,189,10,40559
23,11,13,21,17,29,27,234,10,40563
75,11,14,11,11,11,13,16,10,40570
75,11,15,11,11,11,12,16,10,40573
11,11,16,11,11,14,243,26,10,40576
11,11,42,11,11,11,54,192,10,40585
23,11,43,21,21,255,178,78,10,40588
23,11,44,21,21,255,178,77,10,40592
