BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
39,11,11,21,21,20,47,231,10,37427
27,11,12,11,82,21,37,168,10,37430
23,11,13,21,11,29,108,159,10,37433
123,11,14,11,12,21,20,18,10,37437
135,11,15,21,21,21,20,18,10,37439
11,11,16,11,11,14,245,24,10,37443
39,11,42,21,21,21,224,22,10,37445
11,11,43,11,11,17,220,19,10,37448
11,11,44,11,11,17,220,18,10,37450
39,11,45,21,21,21,224,19,10,37453
23,11,46,21,21,254,50,204,10,37455
23,11,47,21,21,254,50,203,10,37457
11,11,48,11,11,16,216,19,10,37460
11,11,49,11,11,16,216,18,10,37463
11,11,50,11,11,16,216,17,10,37466
11,11,52,11,11,11,190,46,10,37468
11,11,55,11,11,19,11,214,10,37471
39,11,11,21,20,20,49,230,10,37474
27,11,12,11,79,21,40,168,10,37476
23,11,13,21,14,29,87,177,10,37480
103,11,11,21,20,20,22,12,10,37528
59,11,12,11,80,20,20,198,10,37530
23,11,13,21,14,29,78,186,10,37532
59,11,14,11,12,21,14,14,10,37537
71,11,15,21,20,21,14,15,10,37539
11,11,16,11,12,14,238,30,10,37541
39,11,42,21,21,21,48,198,10,37545
75,11,43,11,11,24,226,16,10,37548
75,11,44,11,11,24,226,15,10,37550
39,11,45,21,21,21,48,195,10,37552
23,11,46,21,21,244,175,89,10,37555
23,11,47,21,21,244,175,88,10,37557
39,11,48,21,21,17,96,148,10,37561
39,11,49,21,21,17,96,147,10,37564
39,11,50,21,21,17,96,146,10,37566
11,11,52,11,11,11,190,46,10,37569
11,11,55,11,11,35,19,190,10,37571
39,11,11,21,20,20,34,245,10,37630
27,11,12,11,80,20,250,213,10,37633
23,11,13,21,12,29,112,154,10,37635
123,11,14,11,12,21,17,21,10,37638
39,11,15,21,20,21,255,19,10,37641
11,11,16,11,11,14,246,23,10,37644
39,11,42,21,21,20,172,75,10,37647
11,11,43,11,11,24,238,249,10,37649
11,11,44,11,11,24,238,248,10,37652
