BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
11,11,59,11,11,11,11,218,10,69015
11,11,59,11,11,11,11,218,10,73319
11,11,59,11,11,11,11,218,10,95595
11,11,59,11,11,11,11,218,10,106325
11,11,59,11,11,11,11,218,10,106834
11,11,59,11,11,11,11,218,10,107396
11,11,59,11,11,11,11,218,10,107904
11,11,59,11,11,11,11,218,10,108405
11,11,59,11,11,11,11,218,10,108914
11,11,59,11,11,11,11,218,10,109423
11,11,59,11,11,11,11,218,10,109930
11,11,59,11,11,11,11,218,10,110496
11,11,59,11,11,11,11,218,10,111005
11,11,59,11,11,11,11,218,10,111515
11,11,59,11,11,11,11,218,10,112017
11,11,59,11,11,11,11,218,10,112524
11,11,59,11,11,11,11,218,10,113025
11,11,59,11,11,11,12,217,10,113532
11,11,59,11,11,11,12,217,10,114096
11,11,59,11,11,11,12,217,10,114597
11,11,59,11,11,11,12,217,10,115098
11,11,59,11,11,11,12,217,10,115605
11,11,59,11,11,11,12,217,10,116120
11,11,59,11,11,11,12,217,10,116626
11,11,59,11,11,11,12,217,10,117133
11,11,59,11,11,11,12,217,10,117634
11,11,59,11,11,11,12,217,10,118197
11,11,59,11,11,11,12,217,10,118699
11,11,59,11,11,11,12,217,10,119207
11,11,59,11,11,11,12,217,10,119715
11,11,59,11,11,11,12,217,10,120216
11,11,59,11,11,11,12,217,10,120725
11,11,59,11,11,11,12,217,10,121233
11,11,59,11,11,11,12,217,10,121799
11,11,59,11,11,11,12,217,10,122307
11,11,59,11,11,11,12,217,10,122810
11,11,59,11,11,11,12,217,10,123316
11,11,59,11,11,11,12,217,10,123818
11,11,59,11,11,11,12,217,10,124325
11,11,59,11,11,11,12,217,10,124834
11,11,59,11,11,11,12,217,10,125404
11,11,59,11,11,11,12,217,10,125908
11,11,59,11,11,11,12,217,10,126416
11,11,59,11,11,11,12,217,10,126918
11,11,59,11,11,11,12,217,10,127426
11,11,59,11,11,11,12,217,10,127927
11,11,59,11,11,11,11,218,10,128434
11,11,59,11,11,11,11,218,10,129002
11,11,59,11,11,11,11,218,10,129508
11,11,59,11,11,11,11,218,10,130018
11,11,59,11,11,11,11,218,10,130519
11,11,59,11,11,11,11,218,10,131027
11,11,59,11,11,11,11,218,10,131527
11,11,59,11,11,11,11,218,10,132028
11,11,59,11,11,11,13,216,10,132534
11,11,59,11,11,11,13,216,10,133036
11,11,59,11,11,11,13,216,10,133601
11,11,59,11,11,11,13,216,10,134109
11,11,59,11,11,11,13,216,10,134609
11,11,59,11,11,11,13,216,10,135117
11,11,59,11,11,11,13,216,10,135618
11,11,59,11,11,11,13,216,10,136127
11,11,59,11,11,11,13,216,10,136635
11,11,59,11,11,11,13,216,10,137201
11,11,59,11,11,11,13,216,10,137710
11,11,59,11,11,11,13,216,10,138218
11,11,59,11,11,11,13,216,10,138726
11,11,59,11,11,11,13,216,10,139236
11,11,59,11,11,11,13,216,10,139801
11,11,59,11,11,11,13,216,10,140309
11,11,59,11,11,11,13,216,10,140813
11,11,59,11,11,11,13,216,10,141319
11,11,59,11,11,11,13,216,10,141820
11,11,59,11,11,11,13,216,10,142329
11,11,59,11,11,11,13,216,10,142830
11,11,59,11,11,11,13,216,10,143337
11,11,59,11,11,11,13,216,10,143841
11,11,59,11,11,11,13,216,10,144404
11,11,59,11,11,11,13,216,10,144904
11,11,59,11,11,11,13,216,10,145412
11,11,59,11,11,11,11,218,10,145920
11,11,59,11,11,11,11,218,10,146420
11,11,59,11,11,11,11,218,10,146930
11,11,59,11,11,11,11,218,10,147438
11,11,59,11,11,11,11,218,10,148004
11,11,59,11,11,11,11,218,10,148505
11,11,59,11,11,11,11,218,10,149006
11,11,59,11,11,11,11,218,10,149506
11,11,59,11,11,11,11,218,10,150008
11,11,59,11,11,11,11,218,10,150516
11,11,59,11,11,11,11,218,10,151025
11,11,59,11,11,11,11,218,10,151528
11,11,59,11,11,11,11,218,10,152034
11,11,59,11,11,11,11,218,10,152541
11,11,59,11,11,11,11,218,10,153043
11,11,59,11,11,11,11,218,10,153544
11,11,59,11,11,11,11,218,10,154104
11,11,59,11,11,11,11,218,10,154606
11,11,59,11,11,11,11,218,10,155106
11,11,59,11,11,11,11,218,10,155615
11,11,59,11,11,11,11,218,10,156123
11,11,59,11,11,11,11,218,10,156633
11,11,59,11,11,11,11,218,10,157139
11,11,59,11,11,11,11,218,10,157708
11,11,59,11,11,11,11,218,10,158216
11,11,59,11,11,11,11,218,10,158716
11,11,59,11,11,11,11,218,10,159224
11,11,59,11,11,11,11,218,10,159724
11,11,59,11,11,11,11,218,10,160233
11,11,59,11,11,11,11,218,10,160734
11,11,59,11,11,11,11,218,10,161241
11,11,59,11,11,11,11,218,10,161743
11,11,59,11,11,11,11,218,10,162307
11,11,59,11,11,11,11,218,10,162817
11,11,59,11,11,11,11,218,10,163324
11,11,59,11,11,11,11,218,10,163827
11,11,59,11,11,11,11,218,10,164333
11,11,59,11,11,11,11,218,10,164841
11,11,59,11,11,11,11,218,10,165408
11,11,59,11,11,11,11,218,10,165915
11,11,59,11,11,11,11,218,10,166924
11,11,59,11,11,11,11,218,10,167933
11,11,59,11,11,11,11,218,10,168934
11,11,59,11,11,11,11,218,10,169935
11,11,59,11,11,11,11,218,10,170935
11,11,59,11,11,11,11,218,10,171943
11,11,59,11,11,11,11,218,10,172946
11,11,59,11,11,11,11,218,10,174010
11,11,59,11,11,11,11,218,10,175011
11,11,59,11,11,11,11,218,10,176013
11,11,59,11,11,11,11,218,10,177016
11,11,59,11,11,11,11,218,10,178021
11,11,59,11,11,11,11,218,10,179030
11,11,59,11,11,11,11,218,10,180039
11,11,59,11,11,11,11,218,10,181039
11,11,59,11,11,11,11,218,10,182044
11,11,59,11,11,11,11,218,10,183046
11,11,59,11,11,11,11,218,10,184058
11,11,59,11,11,11,11,218,10,185112
11,11,59,11,11,11,11,218,10,186112
11,11,59,11,11,11,11,218,10,187122
11,11,59,11,11,11,11,218,10,188131
11,11,59,11,11,11,11,218,10,189132
11,11,59,11,11,11,11,218,10,190142
11,11,59,11,11,11,11,218,10,191143
11,11,59,11,11,11,11,218,10,192143
11,11,59,11,11,11,11,218,10,193157
11,11,59,11,11,11,11,218,10,194213
11,11,59,11,11,11,11,218,10,195223
11,11,59,11,11,11,11,218,10,196224
11,11,59,11,11,11,11,218,10,197231
11,11,59,11,11,11,11,218,10,198242
11,11,59,11,11,11,11,218,10,199248
11,11,59,11,11,11,11,218,10,200248
11,11,59,11,11,11,11,218,10,201315
11,11,59,11,11,11,11,218,10,202325
11,11,53,11,11,11,11,224,10,202443
11,11,53,11,11,11,11,224,10,202450
11,11,53,11,11,11,11,224,10,202518
11,11,53,11,11,11,11,224,10,202527
11,11,53,11,11,11,11,224,10,202535
11,11,53,11,11,11,11,224,10,202542
11,11,53,11,11,11,11,224,10,202551
11,11,53,11,11,11,11,224,10,202684
11,11,53,11,11,11,11,224,10,202730
11,11,53,11,11,11,11,224,10,202733
11,11,53,11,11,11,11,224,10,202743
11,11,53,11,11,11,11,224,10,202752
11,11,53,11,11,11,11,224,10,202819
11,11,53,11,11,11,11,224,10,202823
11,11,53,11,11,11,11,224,10,202834
11,11,53,11,11,11,11,224,10,202841
11,11,53,11,11,11,11,224,10,202852
11,11,53,11,11,11,11,224,10,202915
11,11,53,11,11,11,11,224,10,202924
11,11,53,11,11,11,11,224,10,202934
11,11,53,11,11,11,11,224,10,202943
11,11,53,11,11,11,11,224,10,202951
11,11,53,11,11,11,11,224,10,203016
11,11,53,11,11,11,11,224,10,203024
11,11,53,11,11,11,11,224,10,203034
11,11,53,11,11,11,11,224,10,203041
11,11,53,11,11,11,11,224,10,203051
11,11,53,11,11,11,11,224,10,203114
11,11,53,11,11,11,11,224,10,203124
11,11,53,11,11,11,11,224,10,203132
11,11,53,11,11,11,11,224,10,203142
11,11,53,11,11,11,11,224,10,203149
11,11,53,11,11,11,11,224,10,203215
11,11,53,11,11,11,11,224,10,203224
11,11,53,11,11,11,11,224,10,203232
11,11,53,11,11,11,11,224,10,203242
11,11,53,11,11,11,11,224,10,203248
11,11,53,11,11,11,11,224,10,203319
11,11,53,11,11,11,11,224,10,203324
11,11,53,11,11,11,11,224,10,203332
11,11,59,11,11,11,11,218,10,203332
11,11,53,11,11,11,11,224,10,203341
11,11,53,11,11,11,11,224,10,203350
11,11,53,11,11,11,11,224,10,203415
11,11,53,11,11,11,11,224,10,203424
11,11,53,11,11,11,11,224,10,203433
11,11,53,11,11,11,11,224,10,203441
11,11,53,11,11,11,11,224,10,203450
11,11,53,11,11,11,11,224,10,203515
11,11,53,11,11,11,11,224,10,203524
11,11,53,11,11,11,11,224,10,203534
11,11,53,11,11,11,11,224,10,203541
11,11,53,11,11,11,11,224,10,203551
11,11,53,11,11,11,11,224,10,203616
11,11,53,11,11,11,11,224,10,203623
11,11,53,11,11,11,11,224,10,203631
11,11,53,11,11,11,11,224,10,203642
11,11,53,11,11,11,11,224,10,203649
11,11,53,11,11,11,11,224,10,203716
11,11,53,11,11,11,11,224,10,203724
11,11,53,11,11,11,11,224,10,203732
11,11,53,11,11,11,11,224,10,203742
11,11,53,11,11,11,11,224,10,203749
11,11,53,11,11,11,11,224,10,203815
11,11,53,11,11,11,11,224,10,203825
11,11,53,11,11,11,11,224,10,203832
11,11,53,11,11,11,11,224,10,203841
11,11,53,11,11,11,11,224,10,203848
11,11,53,11,11,11,11,224,10,203915
11,11,53,11,11,11,11,224,10,203927
11,11,53,11,11,11,11,224,10,203933
11,11,53,11,11,11,11,224,10,203943
11,11,53,11,11,11,11,224,10,203950
11,11,53,11,11,11,11,224,10,204015
11,11,53,11,11,11,11,224,10,204023
11,11,53,11,11,11,11,224,10,204033
11,11,53,11,11,11,11,224,10,204043
11,11,53,11,11,11,11,224,10,204049
11,11,53,11,11,11,11,224,10,204116
11,11,53,11,11,11,11,224,10,204126
11,11,53,11,11,11,11,224,10,204134
11,11,53,11,11,11,11,224,10,204143
11,11,53,11,11,11,11,224,10,204149
11,11,53,11,11,11,11,224,10,204216
11,11,53,11,11,11,11,224,10,204224
11,11,53,11,11,11,11,224,10,204233
11,11,53,11,11,11,11,224,10,204241
11,11,53,11,11,11,11,224,10,204249
11,11,53,11,11,11,11,224,10,204315
11,11,53,11,11,11,11,224,10,204324
11,11,53,11,11,11,11,224,10,204334
11,11,59,11,11,11,11,218,10,204334
11,11,53,11,11,11,11,224,10,204342
11,11,53,11,11,11,11,224,10,204348
11,11,53,11,11,11,11,224,10,204415
11,11,53,11,11,11,11,224,10,204424
11,11,53,11,11,11,11,224,10,204433
11,11,53,11,11,11,11,224,10,204442
