BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
11,11,43,11,11,96,18,142,10,29860
11,11,44,11,11,96,18,141,10,29863
11,11,45,11,11,13,114,127,10,29875
23,11,46,21,21,178,213,117,10,29878
23,11,47,21,21,178,213,116,10,29883
23,11,48,21,21,244,102,160,10,29885
23,11,49,21,21,244,102,159,10,29888
23,11,50,21,21,244,102,158,10,29891
11,11,52,11,11,12,134,101,10,29895
75,11,55,11,35,107,107,16,10,29898
27,11,11,11,11,18,87,193,10,29937
43,11,12,11,81,11,12,204,10,29970
23,11,13,21,19,28,244,16,10,29979
11,11,14,11,13,11,32,240,10,29982
11,11,15,11,11,11,117,156,10,29985
23,11,16,21,21,14,244,25,10,29987
75,11,42,11,11,22,227,18,10,29990
11,11,43,11,11,96,34,126,10,29994
11,11,44,11,11,96,34,125,10,29998
11,11,45,11,11,13,114,127,10,30000
23,11,46,21,21,178,204,126,10,30003
23,11,47,21,21,178,204,125,10,30005
23,11,48,21,21,244,81,181,10,30011
23,11,49,21,21,244,81,180,10,30013
23,11,50,21,21,244,81,179,10,30015
11,11,52,11,11,12,126,109,10,30018
75,11,55,11,35,107,107,16,10,30022
39,11,11,21,18,18,75,208,10,30039
43,11,12,11,81,11,19,197,10,30044
23,11,13,21,17,28,243,19,10,30047
11,11,14,11,11,11,29,245,10,30049
11,11,15,11,11,11,118,155,10,30052
23,11,16,21,20,14,244,26,10,30055
75,11,42,11,11,22,227,18,10,30059
11,11,43,11,11,96,48,112,10,30062
11,11,44,11,11,96,48,111,10,30064
11,11,45,11,11,13,26,215,10,30068
23,11,46,21,21,178,195,135,10,30070
23,11,47,21,21,178,195,134,10,30073
23,11,48,21,21,244,61,201,10,30077
23,11,49,21,21,244,61,200,10,30080
23,11,50,21,21,244,61,199,10,30083
11,11,52,11,11,12,134,101,10,30085
75,11,55,11,35,107,107,16,10,30095
39,11,11,21,19,18,97,185,10,30138
11,11,12,11,81,12,30,175,10,30146
23,11,13,21,20,29,15,243,10,30148
11,11,14,11,12,11,34,239,10,30150
11,11,15,11,11,11,124,149,10,30154
23,11,16,21,21,14,250,19,10,30156
11,11,42,11,11,23,147,87,10,30160
11,11,43,11,11,96,61,99,10,30162
11,11,44,11,11,96,61,98,10,30166
11,11,45,11,11,13,158,83,10,30168
23,11,46,21,21,178,182,148,10,30170
23,11,47,21,21,178,182,147,10,30173
23,11,48,21,21,244,42,220,10,30176
23,11,49,21,21,244,42,219,10,30180
23,11,50,21,21,244,42,218,10,30182
11,11,52,11,11,12,126,109,10,30185
75,11,55,11,35,107,107,16,10,30188
39,11,11,21,19,18,97,185,10,30239
11,11,12,11,83,12,21,182,10,30244
119,11,13,21,18,28,11,15,10,30246
11,11,14,11,12,11,34,239,10,30249
11,11,15,11,11,11,121,152,10,30251
23,11,16,21,20,14,247,23,10,30255
11,11,42,11,11,23,59,175,10,30259
11,11,43,11,11,96,77,83,10,30261
11,11,44,11,11,96,77,82,10,30264
11,11,45,11,11,13,158,83,10,30267
23,11,46,21,21,178,173,157,10,30270
23,11,47,21,21,178,173,156,10,30272
23,11,48,21,21,244,21,241,10,30276
23,11,49,21,21,244,21,240,10,30280
23,11,50,21,21,244,21,239,10,30282
11,11,52,11,11,12,126,109,10,30285
75,11,55,11,35,107,107,16,10,30288
27,11,11,11,11,18,95,185,10,30338
11,11,12,11,78,12,26,182,10,30343
23,11,13,21,18,28,225,36,10,30347
11,11,14,11,13,11,34,238,10,30349
23,11,15,21,21,11,123,150,10,30352
23,11,16,21,20,14,239,31,10,30354
11,11,42,11,11,23,147,87,10,30359
11,11,43,11,11,96,92,68,10,30362
11,11,44,11,11,96,92,67,10,30364
11,11,45,11,11,13,158,83,10,30367
23,11,46,21,21,178,161,169,10,30370
23,11,47,21,21,178,161,168,10,30373
119,11,48,21,21,243,11,17,10,30376
119,11,49,21,21,243,11,16,10,30379
119,11,50,21,21,243,11,15,10,30382
11,11,52,11,11,12,126,109,10,30385
75,11,55,11,35,107,107,16,10,30387
39,11,11,21,20,18,88,193,10,30438
43,11,12,11,81,11,13,203,10,30443
23,11,13,21,16,28,246,17,10,30448
11,11,14,11,12,11,32,241,10,30451
11,11,15,11,11,11,117,156,10,30455
23,11,16,21,20,14,244,26,10,30461
75,11,42,11,11,22,227,18,10,30463
11,11,43,11,11,96,105,55,10,30466
11,11,44,11,11,96,105,54,10,30475
11,11,45,11,11,13,114,127,10,30486
23,11,46,21,21,178,150,180,10,30489
23,11,47,21,21,178,150,179,10,30495
23,11,48,21,21,243,236,27,10,30497
23,11,49,21,21,243,236,26,10,30500
23,11,50,21,21,243,236,25,10,30502
11,11,52,11,11,12,126,109,10,30506
75,11,55,11,35,107,107,16,10,30511
39,11,11,21,19,18,100,182,10,30537
11,11,12,11,78,12,12,196,10,30542
23,11,13,21,18,28,232,29,10,30544
11,11,14,11,12,11,35,238,10,30547
23,11,15,21,21,11,119,154,10,30549
23,11,16,21,20,14,241,29,10,30553
11,11,42,11,11,23,15,219,10,30555
11,11,43,11,11,96,118,42,10,30559
11,11,44,11,11,96,118,41,10,30562
11,11,45,11,11,13,202,39,10,30566
23,11,46,21,21,178,139,191,10,30568
23,11,47,21,21,178,139,190,10,30570
23,11,48,21,21,243,216,47,10,30575
23,11,49,21,21,243,216,46,10,30578
23,11,50,21,21,243,216,45,10,30581
11,11,52,11,11,12,126,109,10,30583
