BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
11,11,55,11,43,107,27,78,10,612934
27,11,11,11,13,19,170,107,10,612999
27,11,12,11,78,21,76,133,10,612999
23,11,13,21,18,29,66,194,10,612999
75,11,14,11,11,11,13,16,10,613007
11,11,15,11,11,11,22,251,10,613007
11,11,16,11,11,14,242,27,10,613007
11,11,42,11,11,12,62,183,10,613007
23,11,43,21,21,252,89,170,10,613017
23,11,44,21,21,252,89,169,10,613017
11,11,45,11,11,11,54,189,10,613017
11,11,46,11,11,99,140,14,10,613025
11,11,47,11,11,99,140,13,10,613025
23,11,48,21,21,231,245,30,10,613025
23,11,49,21,21,231,245,29,10,613025
23,11,50,21,21,231,245,28,10,613035
43,11,52,11,11,12,17,228,10,613035
11,11,55,11,43,107,27,78,10,613035
27,11,11,11,13,19,178,99,10,613099
27,11,12,11,78,21,79,130,10,613099
23,11,13,21,20,29,73,185,10,613099
75,11,14,11,11,11,15,14,10,613108
11,11,15,11,11,11,23,250,10,613108
11,11,16,11,11,14,244,25,10,613108
11,11,42,11,11,12,106,139,10,613108
23,11,43,21,21,252,88,171,10,613116
23,11,44,21,21,252,88,170,10,613117
11,11,45,11,11,11,142,101,10,613117
75,11,46,11,11,99,144,20,10,613127
75,11,47,11,11,99,144,19,10,613127
23,11,48,21,21,231,242,33,10,613127
23,11,49,21,21,231,242,32,10,613127
23,11,50,21,21,231,242,31,10,613135
43,11,52,11,11,12,17,228,10,613135
11,11,55,11,43,107,27,78,10,613135
39,11,11,21,21,19,175,104,10,613200
27,11,12,11,80,21,78,129,10,613200
23,11,13,21,19,29,78,181,10,613200
75,11,14,11,11,11,14,15,10,613208
11,11,15,11,11,11,22,251,10,613208
11,11,16,11,11,14,245,24,10,613208
11,11,42,11,11,12,62,183,10,613208
23,11,43,21,21,252,89,170,10,613218
23,11,44,21,21,252,89,169,10,613218
11,11,45,11,11,11,98,145,10,613218
75,11,46,11,11,99,147,17,10,613228
75,11,47,11,11,99,147,16,10,613228
23,11,48,21,21,231,239,36,10,613228
23,11,49,21,21,231,239,35,10,613228
23,11,50,21,21,231,239,34,10,613234
43,11,52,11,11,12,17,228,10,613234
11,11,55,11,43,107,27,78,10,613234
27,11,11,11,13,19,182,95,10,613299
27,11,12,11,78,21,74,135,10,613299
23,11,13,21,19,29,76,183,10,613299
75,11,14,11,11,11,16,13,10,613308
11,11,15,11,11,11,21,252,10,613308
11,11,16,11,11,14,244,25,10,613308
11,11,42,11,11,12,62,183,10,613308
23,11,43,21,21,252,90,169,10,613317
23,11,44,21,21,252,90,168,10,613317
11,11,45,11,11,11,142,101,10,613317
75,11,46,11,11,99,149,15,10,613326
75,11,47,11,11,99,149,14,10,613326
23,11,48,21,21,231,239,36,10,613326
23,11,49,21,21,231,239,35,10,613326
23,11,50,21,21,231,239,34,10,613336
43,11,52,11,11,12,17,228,10,613336
11,11,55,11,43,107,27,78,10,613336
27,11,11,11,12,19,185,93,10,613399
27,11,12,11,81,21,79,127,10,613399
23,11,13,21,18,29,85,175,10,613400
75,11,14,11,11,11,16,13,10,613410
11,11,15,11,11,11,23,250,10,613410
11,11,16,11,11,14,247,22,10,613410
11,11,42,11,11,12,106,139,10,613410
23,11,43,21,21,252,89,170,10,613419
23,11,44,21,21,252,89,169,10,613419
11,11,45,11,11,11,142,101,10,613419
11,11,46,11,11,99,154,255,10,613426
11,11,47,11,11,99,154,254,10,613426
23,11,48,21,21,231,239,36,10,613426
23,11,49,21,21,231,239,35,10,613426
23,11,50,21,21,231,239,34,10,613436
