BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
23,11,48,21,21,143,227,136,10,676919
23,11,49,21,21,143,227,135,10,676926
23,11,50,21,21,143,227,134,10,676928
43,11,52,11,11,12,17,228,10,676931
11,11,55,11,147,235,35,93,10,676937
27,11,11,11,13,18,183,95,10,676973
27,11,12,11,81,21,169,37,10,677046
23,11,13,21,20,29,14,244,10,677047
59,11,14,11,11,21,17,12,10,677052
75,11,15,11,11,11,14,14,10,677055
11,11,16,11,11,14,240,29,10,677057
11,11,42,11,11,11,98,148,10,677063
11,11,43,11,11,36,208,12,10,677066
75,11,44,11,11,36,208,21,10,677068
39,11,45,21,21,21,136,107,10,677075
23,11,46,21,21,67,245,196,10,677078
23,11,47,21,21,67,245,195,10,677081
23,11,48,21,21,143,221,142,10,677086
23,11,49,21,21,143,221,141,10,677089
23,11,50,21,21,143,221,140,10,677093
43,11,52,11,11,12,17,228,10,677098
11,11,55,11,147,235,35,93,10,677101
27,11,11,11,12,18,188,91,10,677104
27,11,12,11,79,21,175,33,10,677112
23,11,13,21,21,29,42,215,10,677115
123,11,14,11,11,21,19,20,10,677121
87,11,15,21,21,11,15,13,10,677125
11,11,16,11,11,14,247,22,10,677129
11,11,42,11,11,11,142,104,10,677135
75,11,43,11,11,36,210,20,10,677138
75,11,44,11,11,36,210,19,10,677141
39,11,45,21,21,21,180,63,10,677147
23,11,46,21,21,67,236,205,10,677150
23,11,47,21,21,67,236,204,10,677153
23,11,48,21,21,143,216,147,10,677159
23,11,49,21,21,143,216,146,10,677162
23,11,50,21,21,143,216,145,10,677166
43,11,52,11,11,12,17,228,10,677172
11,11,55,11,147,235,35,93,10,677176
27,11,11,11,14,18,193,84,10,677179
27,11,12,11,80,21,172,35,10,677184
23,11,13,21,20,29,30,228,10,677187
123,11,14,11,12,21,20,18,10,677189
87,11,15,21,21,11,14,14,10,677194
11,11,16,11,11,14,244,25,10,677198
11,11,42,11,11,11,98,148,10,677201
75,11,43,11,11,36,215,15,10,677205
75,11,44,11,11,36,215,14,10,677211
39,11,45,21,21,21,224,19,10,677214
23,11,46,21,21,67,227,214,10,677217
23,11,47,21,21,67,227,213,10,677222
23,11,48,21,21,143,211,152,10,677227
23,11,49,21,21,143,211,151,10,677232
23,11,50,21,21,143,211,150,10,677237
11,11,52,11,11,12,254,236,10,677238
11,11,55,11,147,235,35,93,10,677242
27,11,11,11,12,18,174,105,10,677272
27,11,12,11,83,21,160,44,10,677276
23,11,13,21,21,29,49,208,10,677280
59,11,14,11,11,21,15,14,10,677282
75,11,15,11,11,11,11,17,10,677286
11,11,16,11,11,14,249,20,10,677288
11,11,42,11,11,11,11,235,10,677297
75,11,43,11,11,36,218,12,10,677299
75,11,44,11,11,36,218,11,10,677305
39,11,45,21,21,21,48,195,10,677309
23,11,46,21,21,67,216,225,10,677312
23,11,47,21,21,67,216,224,10,677318
23,11,48,21,21,143,207,156,10,677320
23,11,49,21,21,143,207,155,10,677324
23,11,50,21,21,143,207,154,10,677330
43,11,52,11,11,12,17,228,10,677333
11,11,55,11,147,235,35,93,10,677336
39,11,11,21,16,18,165,120,10,677374
27,11,12,11,81,21,149,57,10,677377
23,11,13,21,21,29,25,232,10,677380
71,11,14,21,21,21,13,16,10,677383
123,11,15,11,11,21,20,18,10,677388
11,11,16,11,11,14,243,26,10,677391
39,11,42,21,21,21,224,22,10,677395
75,11,43,11,11,36,219,11,10,677400
11,11,44,11,11,36,219,255,10,677403
71,11,45,21,21,20,15,239,10,677409
23,11,46,21,21,67,211,230,10,677413
23,11,47,21,21,67,211,229,10,677417
23,11,48,21,21,143,201,162,10,677419
23,11,49,21,21,143,201,161,10,677422
23,11,50,21,21,143,201,160,10,677430
11,11,52,11,11,12,254,236,10,677433
11,11,55,11,147,235,35,93,10,677438
27,11,11,11,12,18,164,115,10,677472
27,11,12,11,83,21,157,47,10,677476
23,11,13,21,20,29,61,197,10,677480
59,11,14,11,11,21,13,16,10,677485
75,11,15,11,11,11,11,17,10,677487
11,11,16,11,11,14,252,17,10,677491
11,11,42,11,11,11,11,235,10,677494
11,11,43,11,11,36,222,253,10,677500
11,11,44,11,11,36,222,252,10,677503
71,11,45,21,21,20,15,239,10,677506
23,11,46,21,21,67,203,238,10,677512
23,11,47,21,21,67,203,237,10,677515
23,11,48,21,21,143,195,168,10,677518
23,11,49,21,21,143,195,167,10,677525
23,11,50,21,21,143,195,166,10,677528
43,11,52,11,11,12,17,228,10,677532
11,11,55,11,147,235,35,93,10,677538
27,11,11,11,11,18,185,95,10,677574
27,11,12,11,81,21,159,47,10,677577
23,11,13,21,18,29,54,206,10,677580
123,11,14,11,11,21,18,21,10,677585
75,11,15,11,11,11,11,17,10,677588
23,11,16,21,21,14,250,19,10,677593
11,11,42,11,11,11,11,235,10,677598
11,11,43,11,11,36,222,253,10,677601
11,11,44,11,11,36,222,252,10,677604
39,11,45,21,21,21,136,107,10,677612
23,11,46,21,21,67,195,246,10,677614
23,11,47,21,21,67,195,245,10,677621
23,11,48,21,21,143,192,171,10,677624
23,11,49,21,21,143,192,170,10,677628
23,11,50,21,21,143,192,169,10,677632
43,11,52,11,11,12,17,228,10,677636
11,11,55,11,147,235,35,93,10,677642
39,11,11,21,21,18,200,80,10,677672
27,11,12,11,85,21,163,39,10,677675
23,11,13,21,19,29,27,232,10,677678
75,11,14,11,11,11,11,18,10,677684
75,11,15,11,11,11,12,16,10,677687
11,11,16,11,11,14,243,26,10,677692
11,11,42,11,11,11,54,192,10,677697
11,11,43,11,11,36,223,252,10,677700
11,11,44,11,11,36,223,251,10,677702
11,11,45,11,11,11,11,232,10,677706
23,11,46,21,21,67,187,254,10,677711
23,11,47,21,21,67,187,253,10,677715
23,11,48,21,21,143,186,177,10,677718
23,11,49,21,21,143,186,176,10,677725
23,11,50,21,21,143,186,175,10,677729
43,11,52,11,11,12,17,228,10,677733
11,11,55,11,147,235,35,93,10,677736
27,11,11,11,11,18,184,96,10,677774
27,11,12,11,83,21,169,35,10,677777
23,11,13,21,20,29,30,228,10,677783
123,11,14,11,11,21,18,21,10,677786
75,11,15,11,11,11,14,14,10,677788
11,11,16,11,11,14,244,25,10,677795
11,11,42,11,11,11,98,148,10,677798
11,11,43,11,11,36,226,249,10,677801
11,11,44,11,11,36,226,248,10,677806
39,11,45,21,21,21,136,107,10,677810
87,11,46,21,21,67,179,17,10,677813
87,11,47,21,21,67,179,16,10,677819
23,11,48,21,21,143,182,181,10,677823
23,11,49,21,21,143,182,180,10,677829
23,11,50,21,21,143,182,179,10,677833
43,11,52,11,11,12,17,228,10,677837
11,11,55,11,147,235,35,93,10,677844
27,11,11,11,11,18,179,101,10,677873
27,11,12,11,79,21,173,35,10,677878
11,11,13,11,11,29,44,213,10,677881
59,11,14,11,11,21,17,12,10,677884
87,11,15,21,21,11,15,13,10,677891
11,11,16,11,11,14,248,21,10,677894
11,11,42,11,11,11,142,104,10,677897
11,11,43,11,11,36,228,247,10,677903
11,11,44,11,11,36,228,246,10,677906
39,11,45,21,21,21,136,107,10,677910
23,11,46,21,21,67,170,16,10,677915
23,11,47,21,21,67,170,15,10,677918
23,11,48,21,21,143,178,185,10,677921
23,11,49,21,21,143,178,184,10,677928
