BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
43,11,44,11,11,47,11,207,10,989053
39,11,45,21,21,21,180,63,10,989059
23,11,46,21,20,228,73,208,10,989062
23,11,47,21,20,228,73,207,10,989065
87,11,48,21,21,87,157,17,10,989073
87,11,49,21,21,87,157,16,10,989076
87,11,50,21,21,87,157,15,10,989080
43,11,52,11,11,12,17,228,10,989085
11,11,55,11,212,83,51,164,10,989090
39,11,11,21,21,18,181,99,10,989123
27,11,12,11,80,21,154,53,10,989147
23,11,13,21,20,29,15,243,10,989155
59,11,14,11,11,21,17,12,10,989191
135,11,15,21,21,21,21,17,10,989197
11,11,16,11,11,14,240,29,10,989199
39,11,42,21,21,21,224,22,10,989203
43,11,43,11,11,47,12,207,10,989207
43,11,44,11,11,47,12,206,10,989212
39,11,45,21,21,21,136,107,10,989215
23,11,46,21,20,228,65,216,10,989217
23,11,47,21,20,228,65,215,10,989224
23,11,48,21,21,87,151,13,10,989228
23,11,49,21,21,87,151,12,10,989233
87,11,50,21,21,87,151,21,10,989239
43,11,52,11,11,12,17,228,10,989244
11,11,55,11,212,83,51,164,10,989250
27,11,11,11,11,18,194,86,10,989254
27,11,12,11,82,21,156,49,10,989257
23,11,13,21,21,29,17,240,10,989264
123,11,14,11,11,21,20,19,10,989267
123,11,15,11,11,21,21,17,10,989271
11,11,16,11,11,14,241,28,10,989275
39,11,42,21,21,21,224,22,10,989278
43,11,43,11,11,47,13,206,10,989281
43,11,44,11,11,47,13,205,10,989284
39,11,45,21,21,21,224,19,10,989291
23,11,46,21,20,228,56,225,10,989294
23,11,47,21,20,228,56,224,10,989297
23,11,48,21,21,87,147,17,10,989303
23,11,49,21,21,87,147,16,10,989307
23,11,50,21,21,87,147,15,10,989310
43,11,52,11,11,12,17,228,10,989320
11,11,55,11,212,83,51,164,10,989323
27,11,11,11,12,18,172,107,10,989331
27,11,12,11,83,21,176,28,10,989333
23,11,13,21,20,29,29,229,10,989337
59,11,14,11,11,21,15,14,10,989344
75,11,15,11,11,11,15,13,10,989347
11,11,16,11,11,14,244,25,10,989350
11,11,42,11,11,11,142,104,10,989359
43,11,43,11,11,47,16,203,10,989361
43,11,44,11,11,47,16,202,10,989371
39,11,45,21,21,21,48,195,10,989374
23,11,46,21,20,228,47,234,10,989381
23,11,47,21,20,228,47,233,10,989384
23,11,48,21,21,87,145,19,10,989394
23,11,49,21,21,87,145,18,10,989397
23,11,50,21,21,87,145,17,10,989406
43,11,52,11,11,12,17,228,10,989409
11,11,55,11,212,83,51,164,10,989418
39,11,11,21,21,18,178,102,10,989422
27,11,12,11,83,21,171,33,10,989429
23,11,13,21,21,29,55,202,10,989432
59,11,14,11,11,21,16,13,10,989441
75,11,15,11,11,11,14,14,10,989443
11,11,16,11,11,14,250,19,10,989451
11,11,42,11,11,11,98,148,10,989455
43,11,43,11,11,47,17,202,10,989462
43,11,44,11,11,47,17,201,10,989465
39,11,45,21,21,21,92,151,10,989468
23,11,46,21,20,228,43,238,10,989477
23,11,47,21,20,228,43,237,10,989480
23,11,48,21,21,87,141,23,10,989489
23,11,49,21,21,87,141,22,10,989491
23,11,50,21,21,87,141,21,10,989496
43,11,52,11,11,12,17,228,10,989499
11,11,55,11,212,83,51,164,10,989503
39,11,11,21,20,18,192,89,10,989522
27,11,12,11,81,21,157,49,10,989524
23,11,13,21,20,29,21,237,10,989532
123,11,14,11,11,21,20,19,10,989535
75,11,15,11,11,11,11,17,10,989539
11,11,16,11,11,14,242,27,10,989546
11,11,42,11,11,11,11,235,10,989549
43,11,43,11,11,47,16,203,10,989551
43,11,44,11,11,47,16,202,10,989557
39,11,45,21,21,21,224,19,10,989559
23,11,46,21,20,228,36,245,10,989562
23,11,47,21,20,228,36,244,10,989571
23,11,48,21,21,87,138,26,10,989575
23,11,49,21,21,87,138,25,10,989580
23,11,50,21,21,87,138,24,10,989583
43,11,52,11,11,12,17,228,10,989587
11,11,55,11,212,83,51,164,10,989596
39,11,11,21,20,18,197,84,10,989622
27,11,12,11,83,21,171,33,10,989630
55,11,13,21,21,28,16,252,10,989632
123,11,14,11,11,21,21,18,10,989643
75,11,15,11,11,11,14,14,10,989645
11,11,16,11,11,14,238,31,10,989650
11,11,42,11,11,11,98,148,10,989656
43,11,43,11,11,47,17,202,10,989659
43,11,44,11,11,47,17,201,10,989667
39,11,45,21,21,21,224,19,10,989672
23,11,46,21,20,228,30,251,10,989677
23,11,47,21,20,228,30,250,10,989680
23,11,48,21,21,87,135,29,10,989683
23,11,49,21,21,87,135,28,10,989691
23,11,50,21,21,87,135,27,10,989695
43,11,52,11,11,12,17,228,10,989699
11,11,55,11,212,83,51,164,10,989705
27,11,11,11,12,18,202,77,10,989721
27,11,12,11,80,21,164,43,10,989723
55,11,13,21,21,28,20,248,10,989726
75,11,14,11,11,11,11,18,10,989730
87,11,15,21,21,11,12,16,10,989734
11,11,16,11,11,14,239,30,10,989738
11,11,42,11,11,11,54,192,10,989741
43,11,43,11,11,47,18,201,10,989747
43,11,44,11,11,47,18,200,10,989749
11,11,45,11,11,11,11,232,10,989753
87,11,46,21,20,228,23,13,10,989762
87,11,47,21,20,228,23,12,10,989765
23,11,48,21,21,87,130,34,10,989771
23,11,49,21,21,87,130,33,10,989774
23,11,50,21,21,87,130,32,10,989777
43,11,52,11,11,12,17,228,10,989783
11,11,55,11,212,83,51,164,10,989787
39,11,11,21,19,18,187,95,10,989824
27,11,12,11,80,21,162,45,10,989827
23,11,13,21,20,29,12,246,10,989832
123,11,14,11,11,21,18,21,10,989837
87,11,15,21,21,11,12,16,10,989838
11,11,16,11,11,14,240,29,10,989843
11,11,42,11,11,11,54,192,10,989847
43,11,43,11,11,47,19,200,10,989851
43,11,44,11,11,47,19,199,10,989860
39,11,45,21,21,21,136,107,10,989863
87,11,46,21,20,228,17,19,10,989867
87,11,47,21,20,228,17,18,10,989872
23,11,48,21,21,87,127,37,10,989875
23,11,49,21,21,87,127,36,10,989879
23,11,50,21,21,87,127,35,10,989882
43,11,52,11,11,12,17,228,10,989888
11,11,55,11,212,83,51,164,10,989893
27,11,11,11,14,18,175,102,10,989922
27,11,12,11,84,21,165,38,10,989925
23,11,13,21,21,29,26,231,10,989930
59,11,14,11,12,21,16,12,10,989933
75,11,15,11,11,11,13,15,10,989937
11,11,16,11,11,14,243,26,10,989942
11,11,42,11,11,11,54,192,10,989945
11,11,43,11,11,48,11,197,10,989947
11,11,44,11,11,48,11,196,10,989957
39,11,45,21,21,21,92,151,10,989960
55,11,46,21,20,227,21,16,10,989964
55,11,47,21,20,227,21,15,10,989968
