BYTE 0 ,BYTE 1,BYTE 2,BYTE 3,BYTE 4,BYTE 5,BYTE 6,BYTE 7,BYTE 8,Time (ms)
23,11,48,21,21,236,75,195,10,264697
23,11,49,21,21,236,75,194,10,264701
23,11,50,21,21,236,75,193,10,264708
43,11,52,11,11,11,17,229,10,264715
11,11,55,11,43,75,19,118,10,264720
39,11,11,21,19,18,147,135,10,264758
11,11,12,11,78,11,32,177,10,264779
23,11,13,21,17,29,33,228,10,264786
75,11,14,11,11,11,12,17,10,264788
75,11,15,11,11,11,13,15,10,264791
11,11,16,11,11,14,248,21,10,264795
11,11,42,11,11,11,54,192,10,264798
23,11,43,21,21,254,106,151,10,264802
23,11,44,21,21,254,106,150,10,264807
11,11,45,11,11,11,54,189,10,264809
23,11,46,21,21,209,181,118,10,264812
23,11,47,21,21,209,181,117,10,264816
23,11,48,21,21,236,71,199,10,264854
23,11,49,21,21,236,71,198,10,264857
23,11,50,21,21,236,71,197,10,264863
43,11,52,11,11,11,17,229,10,264868
11,11,55,11,43,75,19,118,10,264872
39,11,11,21,17,18,126,158,10,264877
11,11,12,11,81,11,19,187,10,264880
23,11,13,21,17,29,13,248,10,264884
123,11,14,11,11,21,18,21,10,264888
123,11,15,11,11,21,20,18,10,264891
11,11,16,11,11,14,243,26,10,264893
39,11,42,21,21,21,224,22,10,264895
23,11,43,21,21,254,104,153,10,264903
23,11,44,21,21,254,104,152,10,264906
39,11,45,21,21,21,136,107,10,264909
23,11,46,21,21,209,176,123,10,264915
23,11,47,21,21,209,176,122,10,264918
23,11,48,21,21,236,70,200,10,264921
23,11,49,21,21,236,70,199,10,264925
23,11,50,21,21,236,70,198,10,264928
43,11,52,11,11,11,17,229,10,264932
11,11,55,11,43,75,19,118,10,264937
39,11,11,21,17,18,124,160,10,264957
11,11,12,11,81,11,19,187,10,264959
23,11,13,21,13,29,67,198,10,264963
59,11,14,11,11,21,17,12,10,264967
123,11,15,11,11,21,20,18,10,264970
55,11,16,21,21,14,11,13,10,264972
39,11,42,21,21,21,224,22,10,264977
23,11,43,21,21,254,107,150,10,264980
23,11,44,21,21,254,107,149,10,264983
39,11,45,21,21,21,136,107,10,264988
23,11,46,21,21,209,169,130,10,264991
23,11,47,21,21,209,169,129,10,264994
23,11,48,21,21,236,63,207,10,265000
23,11,49,21,21,236,63,206,10,265005
23,11,50,21,21,236,63,205,10,265009
43,11,52,11,11,11,17,229,10,265016
11,11,55,11,43,75,19,118,10,265020
39,11,11,21,20,18,129,152,10,265058
11,11,12,11,81,11,33,173,10,265061
23,11,13,21,16,28,246,17,10,265065
123,11,14,11,11,21,18,21,10,265070
75,11,15,11,11,11,13,15,10,265073
11,11,16,11,11,14,237,32,10,265076
11,11,42,11,11,11,54,192,10,265082
23,11,43,21,21,254,105,152,10,265084
23,11,44,21,21,254,105,151,10,265087
39,11,45,21,21,21,136,107,10,265092
23,11,46,21,21,209,162,137,10,265095
23,11,47,21,21,209,162,136,10,265099
23,11,48,21,21,236,63,207,10,265102
23,11,49,21,21,236,63,206,10,265107
23,11,50,21,21,236,63,205,10,265110
43,11,52,11,11,11,17,229,10,265115
11,11,55,11,43,75,19,118,10,265120
39,11,11,21,19,18,138,144,10,265158
11,11,12,11,82,11,34,171,10,265161
23,11,13,21,18,29,29,231,10,265165
123,11,14,11,11,21,21,18,10,265172
75,11,15,11,11,11,13,15,10,265175
11,11,16,11,11,14,247,22,10,265177
11,11,42,11,11,11,54,192,10,265184
23,11,43,21,21,254,106,151,10,265187
23,11,44,21,21,254,106,150,10,265191
39,11,45,21,21,21,224,19,10,265197
23,11,46,21,21,209,159,140,10,265201
23,11,47,21,21,209,159,139,10,265205
23,11,48,21,21,236,63,207,10,265210
23,11,49,21,21,236,63,206,10,265214
23,11,50,21,21,236,63,205,10,265218
43,11,52,11,11,11,17,229,10,265224
11,11,55,11,43,75,19,118,10,265230
39,11,11,21,20,18,143,138,10,265259
11,11,12,11,79,11,38,170,10,265263
55,11,13,21,18,28,21,250,10,265268
75,11,14,11,11,11,11,18,10,265271
75,11,15,11,11,11,14,14,10,265276
11,11,16,11,11,14,242,27,10,265277
11,11,42,11,11,11,98,148,10,265282
23,11,43,21,21,254,106,151,10,265286
23,11,44,21,21,254,106,150,10,265291
11,11,45,11,11,11,11,232,10,265294
23,11,46,21,21,209,152,147,10,265297
23,11,47,21,21,209,152,146,10,265302
23,11,48,21,21,236,61,209,10,265305
23,11,49,21,21,236,61,208,10,265308
23,11,50,21,21,236,61,207,10,265313
43,11,52,11,11,11,17,229,10,265317
11,11,55,11,43,75,19,118,10,265321
39,11,11,21,19,18,149,133,10,265360
11,11,12,11,78,11,34,175,10,265364
55,11,13,21,15,28,21,253,10,265369
75,11,14,11,11,11,12,17,10,265373
75,11,15,11,11,11,13,15,10,265383
11,11,16,11,11,14,242,27,10,265386
11,11,42,11,11,11,54,192,10,265391
23,11,43,21,21,254,105,152,10,265393
23,11,44,21,21,254,105,151,10,265396
11,11,45,11,11,11,54,189,10,265401
23,11,46,21,21,209,146,153,10,265409
23,11,47,21,21,209,146,152,10,265411
23,11,48,21,21,236,54,216,10,265418
23,11,49,21,21,236,54,215,10,265421
23,11,50,21,21,236,54,214,10,265424
43,11,52,11,11,11,17,229,10,265429
11,11,55,11,43,75,19,118,10,265434
39,11,11,21,19,18,136,146,10,265457
59,11,12,11,81,21,19,197,10,265462
23,11,13,21,16,29,27,235,10,265469
123,11,14,11,11,21,20,19,10,265471
123,11,15,11,11,21,19,19,10,265474
11,11,16,11,11,14,246,23,10,265479
39,11,42,21,21,21,180,66,10,265483
23,11,43,21,21,254,104,153,10,265486
23,11,44,21,21,254,104,152,10,265494
39,11,45,21,21,21,224,19,10,265498
23,11,46,21,21,209,143,156,10,265503
23,11,47,21,21,209,143,155,10,265507
23,11,48,21,21,236,51,219,10,265512
23,11,49,21,21,236,51,218,10,265515
23,11,50,21,21,236,51,217,10,265518
43,11,52,11,11,11,17,229,10,265523
11,11,55,11,43,75,19,118,10,265527
39,11,11,21,20,18,126,155,10,265557
11,11,12,11,77,11,20,190,10,265561
23,11,13,21,18,29,23,237,10,265565
123,11,14,11,11,21,18,21,10,265570
135,11,15,21,21,21,21,17,10,265572
11,11,16,11,11,14,245,24,10,265575
39,11,42,21,21,21,224,22,10,265577
23,11,43,21,21,254,100,157,10,265587
23,11,44,21,21,254,100,156,10,265590
39,11,45,21,21,21,136,107,10,265594
23,11,46,21,21,209,137,162,10,265600
23,11,47,21,21,209,137,161,10,265603
23,11,48,21,21,236,51,219,10,265608
23,11,49,21,21,236,51,218,10,265609
23,11,50,21,21,236,51,217,10,265612
43,11,52,11,11,11,17,229,10,265616
11,11,55,11,43,75,19,118,10,265620
39,11,11,21,19,18,136,146,10,265657
11,11,12,11,79,11,22,186,10,265660
23,11,13,21,16,29,22,240,10,265664
123,11,14,11,11,21,20,19,10,265668
123,11,15,11,11,21,21,17,10,265670
11,11,16,11,11,14,245,24,10,265673
39,11,42,21,21,21,224,22,10,265675
23,11,43,21,21,254,97,160,10,265682
23,11,44,21,21,254,97,159,10,265685
39,11,45,21,21,21,224,19,10,265687
23,11,46,21,21,209,130,169,10,265691
23,11,47,21,21,209,130,168,10,265694
23,11,48,21,21,236,49,221,10,265698
23,11,49,21,21,236,49,220,10,265701
23,11,50,21,21,236,49,219,10,265705
43,11,52,11,11,11,17,229,10,265708
11,11,55,11,43,75,19,118,10,265712
39,11,11,21,21,18,137,143,10,265757
11,11,12,11,83,11,30,174,10,265759
23,11,13,21,16,29,24,238,10,265762
123,11,14,11,11,21,20,19,10,265768
75,11,15,11,11,11,12,16,10,265770
11,11,16,11,11,14,246,23,10,265772
11,11,42,11,11,11,54,192,10,265776
23,11,43,21,21,254,93,164,10,265778
23,11,44,21,21,254,93,163,10,265782
39,11,45,21,21,21,224,19,10,265784
23,11,46,21,21,209,125,174,10,265788
23,11,47,21,21,209,125,173,10,265790
23,11,48,21,21,236,48,222,10,265793
23,11,49,21,21,236,48,221,10,265795
23,11,50,21,21,236,48,220,10,265799
43,11,52,11,11,11,17,229,10,265802
11,11,55,11,43,75,19,118,10,265806
39,11,11,21,18,18,147,136,10,265859
11,11,12,11,82,11,31,174,10,265862
23,11,13,21,17,29,14,247,10,265865
75,11,14,11,11,11,12,17,10,265869
75,11,15,11,11,11,12,16,10,265872
11,11,16,11,11,14,243,26,10,265874
11,11,42,11,11,11,54,192,10,265879
23,11,43,21,21,254,92,165,10,265884
23,11,44,21,21,254,92,164,10,265888
11,11,45,11,11,11,54,189,10,265893
23,11,46,21,21,209,119,180,10,265896
23,11,47,21,21,209,119,179,10,265900
23,11,48,21,21,236,46,224,10,265904
23,11,49,21,21,236,46,223,10,265907
23,11,50,21,21,236,46,222,10,265910
43,11,52,11,11,11,17,229,10,265915
11,11,55,11,43,75,19,118,10,265919
39,11,11,21,18,18,139,144,10,265959
11,11,12,11,77,11,24,186,10,265962
23,11,13,21,18,28,245,16,10,265967
123,11,14,11,11,21,21,18,10,265969
87,11,15,21,21,11,11,17,10,265973
11,11,16,11,11,14,237,32,10,265977
11,11,42,11,11,11,11,235,10,265981
23,11,43,21,21,254,90,167,10,265988
23,11,44,21,21,254,90,166,10,265992
39,11,45,21,21,21,224,19,10,265997
23,11,46,21,21,209,113,186,10,266000
23,11,47,21,21,209,113,185,10,266003
23,11,48,21,21,236,42,228,10,266007
23,11,49,21,21,236,42,227,10,266010
23,11,50,21,21,236,42,226,10,266014
43,11,52,11,11,11,17,229,10,266017
11,11,55,11,43,75,19,118,10,266024
39,11,11,21,17,18,139,145,10,266058
11,11,12,11,83,11,26,178,10,266061
23,11,13,21,16,29,27,235,10,266066
123,11,14,11,11,21,21,18,10,266070
75,11,15,11,11,11,11,17,10,266075
11,11,16,11,11,14,246,23,10,266077
11,11,42,11,11,11,11,235,10,266081
23,11,43,21,21,254,87,170,10,266087
23,11,44,21,21,254,87,169,10,266099
39,11,45,21,21,21,224,19,10,266106
23,11,46,21,21,209,110,189,10,266112
23,11,47,21,21,209,110,188,10,266117
23,11,48,21,21,236,42,228,10,266121
23,11,49,21,21,236,42,227,10,266128
23,11,50,21,21,236,42,226,10,266133
43,11,52,11,11,11,17,229,10,266137
11,11,55,11,43,75,19,118,10,266140
39,11,11,21,19,18,126,156,10,266157
11,11,12,11,82,11,13,192,10,266161
119,11,13,21,16,28,16,12,10,266166
123,11,14,11,11,21,18,21,10,266169
123,11,15,11,11,21,19,19,10,266174
11,11,16,11,11,14,241,28,10,266177
39,11,42,21,21,21,180,66,10,266181
23,11,43,21,21,254,88,169,10,266186
23,11,44,21,21,254,88,168,10,266189
39,11,45,21,21,21,136,107,10,266192
23,11,46,21,21,209,103,196,10,266199
23,11,47,21,21,209,103,195,10,266202
23,11,48,21,21,236,37,233,10,266205
23,11,49,21,21,236,37,232,10,266211
23,11,50,21,21,236,37,231,10,266215
43,11,52,11,11,11,17,229,10,266218
11,11,55,11,43,75,19,118,10,266224
39,11,11,21,20,18,128,153,10,266258
11,11,12,11,80,11,33,174,10,266260
23,11,13,21,16,29,22,240,10,266263
123,11,14,11,11,21,18,21,10,266270
75,11,15,11,11,11,13,15,10,266273
11,11,16,11,11,14,245,24,10,266275
11,11,42,11,11,11,54,192,10,266280
23,11,43,21,21,254,88,169,10,266284
23,11,44,21,21,254,88,168,10,266288
39,11,45,21,21,21,136,107,10,266294
23,11,46,21,21,209,96,203,10,266297
23,11,47,21,21,209,96,202,10,266300
23,11,48,21,21,236,35,235,10,266304
23,11,49,21,21,236,35,234,10,266307
23,11,50,21,21,236,35,233,10,266309
43,11,52,11,11,11,17,229,10,266312
11,11,55,11,43,75,19,118,10,266317
39,11,11,21,18,18,145,138,10,266357
11,11,12,11,81,11,29,177,10,266361
23,11,13,21,17,29,24,237,10,266365
75,11,14,11,11,11,11,18,10,266367
75,11,15,11,11,11,12,16,10,266369
11,11,16,11,11,14,246,23,10,266374
11,11,42,11,11,11,54,192,10,266376
23,11,43,21,21,254,87,170,10,266379
23,11,44,21,21,254,87,169,10,266382
11,11,45,11,11,11,11,232,10,266387
